name;Widerstandsbeiwert für den Induzierten Widerstand;Widerstandsbeiwert für den Profilwiderstand;Auftriebsbeiwert;Reynoldszahl;Dicke des Flügels [m];Anstellwinkel [°];Durchbiegung [m];Flächenmoment 2, Ordnung für den Flügelquerschnitt [m^4];
n63010a-il;0,002465726545117721;0,006296855750910451;0,26143790849673204;510000,00000000006;0,016983;2,467139377276126;0,3618195895105163;3,1092843854086064E-8;
n63012a-il;0,002465726545117721;0,0068679750847707504;0,26143790849673204;510000,00000000006;0,020383000000000002;2,399792373089587;0,21041078963912827;5,346683988637023E-8;
n63015a-il;0,002465726545117721;0,0079144890077243;0,26143790849673204;510000,00000000006;0,025486400000000003;2,3448900772430186;0,10858189563088247;1,0360843246137173E-7;
n64008a-il;0,002465726545117721;0,006027051561365287;0,26143790849673204;510000,00000000006;0,013593200000000001;2,2183188090050834;0,7075197947581663;1,5900615195996467E-8;
n64012-il;0,002465726545117721;0,007215542579777009;0,26143790849673204;510000,00000000006;0,020335400000000003;2,3192822472126107;0,2217618537389811;5,073009541686783E-8;
n64012a-il;0,002465726545117721;0,006897951986878401;0,26143790849673204;510000,00000000006;0,0203762;2,3995998906533464;0,211486576981581;5,319486541682405E-8;
n64015-il;0,002465726545117721;0,008291005530417296;0,26143790849673204;510000,00000000006;0,0254388;2,262569130216189;0,11442050463475091;9,83215380487252E-8;
n64015a-il;0,002465726545117721;0,007993359239453358;0,26143790849673204;510000,00000000006;0,025455800000000004;2,333980986333928;0,10897546559725009;1,0323424578498782E-7;
n66021-il;0,002465726545117721;0,01610699636891794;0,26143790849673204;510000,00000000006;0,0357;2,7169675277518417;0,037158628906031284;3,027560577773092E-7;
naca0006-il;0,002465726545117721;null;0,26143790849673204;510000,00000000006;0,0102034;null;1,5999988651242452;7,031254987250508E-9;
naca0008-il;0,002465726545117721;0,006283739291201209;0,26143790849673204;510000,00000000006;0,0136034;1,9266723953857774;0,6751060585690274;1,6664048347967426E-8;
naca000834-il;0,002465726545117721;0,006162273911743347;0,26143790849673204;510000,00000000006;0,013600000000000001;1,9153423896791835;0,6462146515506193;1,740907602915711E-8;
naca0010-il;0,002465726545117721;0,005955264430558548;0,26143790849673204;510000,00000000006;0,017006800000000002;2,4948526419114656;0,3455561185153807;3,2556217057691206E-8;
naca0010;0,002465726545117721;0,005955264430558548;0,26143790849673204;510000,00000000006;0,017006800000000002;2,4948526419114656;0,3455561185153807;3,2556217057691206E-8;
naca001034-il;0,002465726545117721;0,0066782715826616944;0,26143790849673204;510000,00000000006;0,017;2,2081127952203374;0,33091826293570187;3,399631044898208E-8;
naca001035-il;0,002465726545117721;0,00892369477355135;0,26143790849673204;510000,00000000006;0,017;1,6284267535047001;0,31355829331083496;3,587849608827826E-8;
naca001064-il;0,002465726545117721;0,007000606265494704;0,26143790849673204;510000,00000000006;0,017;2,216598028971254;0,3153910120769087;3,5670008241251544E-8;
naca001065-il;0,002465726545117721;0,008572382068769537;0,26143790849673204;510000,00000000006;0,017;1,6309498437055983;0,29479091800099316;3,816264108910607E-8;
naca001066-il;0,002465726545117721;0,014539741921036796;0,26143790849673204;510000,00000000006;0,017;0,6588273782032443;0,2606310286705552;4,3164469163110695E-8;
naca001234-il;0,002465726545117721;0,007061076824172292;0,26143790849673204;510000,00000000006;0,0204;2,3794867673845497;0,19148956489912647;5,8749937658098056E-8;
naca001264-il;0,002465726545117721;0,0072862773140059105;0,26143790849673204;510000,00000000006;0,0204;2,416154360534093;0,18251978140801933;6,163715468654244E-8;
naca0012h-sa;0,002465726545117721;0,00902507618129219;0,26143790849673204;510000,00000000006;0,02074;2,5626058073502627;0,18012480600786784;6,245669460711925E-8;
naca0015-il;0,002465726545117721;0,00789886091305209;0,26143790849673204;510000,00000000006;0,025506800000000003;2,4785786789463264;0,10242558696948702;1,0983583626766444E-7;
naca0018-il;0,002465726545117721;0,008763208144796381;0,26143790849673204;510000,00000000006;0,0306102;2,4811337355455003;0,059270474085424386;1,8980782883203839E-7;
naca0021-il;0,002465726545117721;0,00972479069999501;0,26143790849673204;510000,00000000006;0,0357136;2,5299418749688174;0,03732322846665563;3,01420870117136E-7;
naca0024-il;0,002465726545117721;0,010725517232328004;0,26143790849673204;510000,00000000006;0,0408136;2,637930808200121;0,025003543950979416;4,499362179239926E-7;
naca16006-il;0,002465726545117721;0,006348309681146861;0,26143790849673204;510000,00000000006;0,0102;1,465993211280829;1,424962861544089;7,894942600686102E-9;
naca16009-il;0,002465726545117721;0,008325613921837597;0,26143790849673204;510000,00000000006;0,015300000000000001;1,5929825977030045;0,4155316693923787;2,7073748714389418E-8;
naca16012-il;0,002465726545117721;0,009862130539887187;0,26143790849673204;510000,00000000006;0,0204;1,6276569075118634;0,17810842292475498;6,316377302803226E-8;
naca16015-il;0,002465726545117721;0,012504451182534869;0,26143790849673204;510000,00000000006;0,025500000000000002;1,6043191159625363;0,09119517966393287;1,2336178339094062E-7;
naca16018-il;0,002465726545117721;0,015565229873043745;0,26143790849673204;510000,00000000006;0,030600000000000002;1,4399675293002776;0,05277404520457147;2,1317297084941835E-7;
naca16021-il;0,002465726545117721;0,0186412767348074;0,26143790849673204;510000,00000000006;0,0357;1,8092441941315536;0,033233376775195805;3,3851510414062384E-7;
naca633018-il;0,002465726545117721;0,009147845391029976;0,26143790849673204;510000,00000000006;0,0306238;2,236533693937345;0,06638138311863569;1,6947522741269476E-7;
naca64a010-il;0,002465726545117721;0,006342940029813096;0,26143790849673204;510000,00000000006;0,01698436;2,4573500745327372;0,3634235670958413;3,095561493135962E-8;
naca66-018-il;0,002465726545117721;0,012379633388566694;0,26143790849673204;510000,00000000006;0,030593200000000004;2,362129476203627;0,05865110119342429;1,9181225537264597E-7;
nacam2-il;0,002465726545117721;0,006638063627057248;0,26143790849673204;510000,00000000006;0,013702000000000002;1,9090151455495183;0,6200678006653408;1,8143177226633286E-8;
nacam3-il;0,002465726545117721;0,007196183732752361;0,26143790849673204;510000,00000000006;0,02023;2,4716473008956665;0,19502121007629036;5,768603320428128E-8;
oaf139-il;0,002465726545117721;0,009921617261944059;0,26143790849673204;510000,00000000006;0,023381290000000006;3,5988039435751853;0,16405476405374633;6,857466203367533E-8;
prandtl-d-tip-ns;0,002465726545117721;0,006716380148958808;0,26143790849673204;510000,00000000006;0,0163744;2,1063801489588085;0,4014473514035037;2,8023600007993015E-8;
rae100-il;0,002465726545117721;0,006803820806100217;0,26143790849673204;510000,00000000006;0,01699252;2,2541530501089326;0,37299119015356186;3,016157029169599E-8;
rae101-il;0,002465726545117721;0,006560412148099463;0,26143790849673204;510000,00000000006;0,01698946;2,3263820425749446;0,3813040481968861;2,9504014062266314E-8;
rae102-il;0,002465726545117721;0,0064300364465620105;0,26143790849673204;510000,00000000006;0,01699898;2,4091737421863866;0,369300845758695;3,046296841505439E-8;
rae103-il;0,002465726545117721;0,006354384938054824;0,26143790849673204;510000,00000000006;0,0169949;2,4649058628426497;0,35013667432851925;3,2130310318320365E-8;
rae104-il;0,002465726545117721;0,00643;0,26143790849673204;510000,00000000006;0,017;2,469120200163399;0,3302510691321433;3,406499191528291E-8;
raf27-il;0,002465726545117721;0,006510152566133231;0,26143790849673204;510000,00000000006;0,016592000000000003;2,0601525661332314;0,3764315746223542;2,9885909574100655E-8;
raf30-il;0,002465726545117721;0,0070641040625400485;0,26143790849673204;510000,00000000006;0,021488000000000004;2,550371651928746;0,17654068187029737;6,372468872792312E-8;
raf30md-il;0,002465726545117721;0,006081060834590246;0,26143790849673204;510000,00000000006;0,012920000000000001;1,8402328880270056;0,8160610957395305;1,3785732537347626E-8;
s1010-il;0,002465726545117721;0,00701534918905834;0,26143790849673204;510000,00000000006;0,0102374;1,8569202372306952;1,454765465410677;7,733205294933332E-9;
s1012-il;0,002465726545117721;0,007787904396691026;0,26143790849673204;510000,00000000006;0,0204374;2,4302390082724354;0,17672726539554448;6,365741004830613E-8;
s1014-il;0,002465726545117721;0,012762652970175556;0,26143790849673204;510000,00000000006;0,028063600000000005;2,2981050213031744;0,07112912085831316;1,5816306829392178E-7;
s1016-il;0,002465726545117721;0,012651605449691612;0,26143790849673204;510000,00000000006;0,0297228;2,22920694099236;0,05835965769013918;1,9277015056757045E-7;
s1046-il;0,002465726545117721;0,00892889551956048;0,26143790849673204;510000,00000000006;0,028883000000000002;2,3680969972530073;0,07854545482047183;1,4322916616516728E-7;
s1048-il;0,002465726545117721;0,007992965611044909;0,26143790849673204;510000,00000000006;0,023749;2,3935350690306816;0,14192690293432605;7,926615579856429E-8;
s8035-il;0,002465726545117721;0,007735135387488329;0,26143790849673204;510000,00000000006;0,023806800000000003;2,597598298578691;0,13086878576574143;8,596396714597624E-8;
s9026-il;0,002465726545117721;0,006839362789620843;0,26143790849673204;510000,00000000006;0,01615;2,2672882050186107;0,42649262035909374;2,6377947619651293E-8;
s9027-il;0,002465726545117721;0,006604459203036053;0,26143790849673204;510000,00000000006;0,013600000000000001;1,8744992620704195;0,7317996085658575;1,5373060969583134E-8;
s9032-il;0,002465726545117721;0,006740490276769144;0,26143790849673204;510000,00000000006;0,015300000000000001;2,0773944968934077;0,5151724868006182;2,1837346302916925E-8;
s9033-il;0,002465726545117721;0,006690386821395225;0,26143790849673204;510000,00000000006;0,012746600000000002;2,0503868213952248;0,931025554560817;1,2083449208122803E-8;
sc20010-il;0,002465726545117721;0,006646041011824578;0,26143790849673204;510000,00000000006;0,017;2,400170882602405;0,3163310503180243;3,556400798685359E-8;
sc20012-il;0,002465726545117721;0,007317609122903241;0,26143790849673204;510000,00000000006;0,0204;2,3097719274189865;0,18306097280666866;6,145493399011466E-8;
sd8020-il;0,002465726545117721;0,006906135158465902;0,26143790849673204;510000,00000000006;0,017173400000000002;2,1572635343445556;0,3398899586686237;3,309894780083282E-8;
stcyr172-il;0,002465726545117721;0,008329316153127918;0,26143790849673204;510000,00000000006;0,023052000000000003;2,6395564892623717;0,14513163993797246;7,751583324496379E-8;
test;0,002465726545117721;null;0,26143790849673204;510000,00000000006;0,017;null;0,16163599573759882;6,960083333333338E-8;
ultimate-il;0,002465726545117721;0,007234494513401691;0,26143790849673204;510000,00000000006;0,02184024;2,802969658811537;0,16360610632049374;6,876271462607869E-8;
us1000root-il;0,002465726545117721;0,00969742220385422;0,26143790849673204;510000,00000000006;0,031563560000000004;3,0285469379008436;0,05943281284111507;1,8928937504733673E-7;
ys900-il;0,002465726545117721;0,01412048592543078;0,26143790849673204;510000,00000000006;0,015310200000000001;0,8475703728461084;0,4090913200665329;2,749997237333304E-8;
